gene,id,Disease-OMIM,Type,OMIM_ID,Mondo,Severity
SLC25A38,610819,"Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive, 205950 (3)",Hematologic,OMIM:205950,MONDO:0008785,Mild
SLC25A46,610826,"Neuropathy, hereditary motor and sensory, type VIB, 616505 (3), Autosomal recessive",Neurologic,OMIM:616505,MONDO:0014671,Profound
SLC26A2,606718,"Achondrogenesis Ib, 600972 (3)",Skeletal,OMIM:600972,MONDO:0010966,Profound
SLC26A3,126650,"Diarrhea 1, secretory chloride, congenital, 214700 (3)",Gastroenterologic,OMIM:214700,MONDO:0008964,Severe
SLC29A3,602782,"Histiocytosis-lymphadenopathy plus syndrome, 602782 (3)",Developmental,OMIM:602782,MONDO:0011273,Severe
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A10,606145,"Arterial tortuosity syndrome, 208050 (3)",Cardiovascular,OMIM:208050,MONDO:0008818,Profound
SLC2A2,138160,"Fanconi-Bickel syndrome, 227810 (3)",Hematologic,OMIM:227810,MONDO:0009216,Profound
SLC30A10,611146,"Hypermanganesemia with dystonia, polycythemia, and cirrhosis, 613280 (3)",Metabolic,OMIM:613280,MONDO:0013208,Severe
SLC33A1,603690,"Congenital cataracts, hearing loss, and neurodegeneration, 614482 (3)",Neuromuscular,OMIM:614482,MONDO:0013772,Profound
SLC35A3,605632,"?Arthrogryposis, mental retardation, and seizures ",Neurologic,,,
SLC35D1,610804,"Schneckenbecken dysplasia, 269250 (3)",Developmental,OMIM:269250,MONDO:0010013,Profound
SLC37A4,602671,"Glycogen storage disease Ib, 232220 (3)",Metabolic,OMIM:232220,MONDO:0009288,Profound
SLC38A8,615585,"Foveal hypoplasia 2, with or without optic nerve misrouting and/or anterior segment dysgenesis, 609218 (3)",Ocular,OMIM:609218,MONDO:0012216,Severe
SLC39A14,608736,"Hypermanganesemia with dystonia 2, 617013 (3), Autosomal recessive",Neurodegenerative,OMIM:617013,MONDO:0014864,Profound
SLC39A4,607059,"Acrodermatitis enteropathica, 201100 (3)",Metabolic,OMIM:201100,MONDO:0008713,Severe
SLC39A8,608732,"Congenital disorder of glycosylation, type IIn, 616721 (3), Autosomal recessive",Metabolic,OMIM:616721,MONDO:0014746,Profound
SLC45A2,606202,"Albinism, oculocutaneous, type IV, 606574 (3)",Metabolic,OMIM:606574,MONDO:0011683,Severe
SLC46A1,611672,"Folate malabsorption, hereditary, 229050 (3)",Gastroenterologic,OMIM:229050,MONDO:0009238,Profound
SLC4A1,109270,"Renal tubular acidosis, distal, AR, 611590 (3)",Renal,OMIM:611590,MONDO:0012700,Severe
SLC4A4,603345,"Renal tubular acidosis, proximal, with ocular abnormalities, 604278 (3)",Renal,OMIM:604278,MONDO:0011422,Severe
SLC52A2,607882,"Brown-Vialetto-Van Laere syndrome 2, 614707 (3)",Neurologic,OMIM:614707,MONDO:0013867,Severe
SLC52A3,613350,"Brown-Vialetto-Van Laere syndrome 1, 211530 (3)",Neurologic,OMIM:211530,MONDO:0024537,Profound
SLC5A7,608761,"Myasthenic syndrome, congenital, 20, presynaptic, 617143 (3), Autosomal recessive",Neuromuscular,OMIM:617143,MONDO:0014939,Profound
SLC6A3,126455,"Parkinsonism-dystonia, infantile, 613135 (3)",Neurodegenerative,OMIM:613135,MONDO:0054835,Severe
SLC6A5,604159,"Hyperekplexia 3, 614618 (3)",Neurologic,OMIM:614618,MONDO:0013827,Profound
SLC6A8,300036,"Cerebral creatine deficiency syndrome 1, 300352 (3)",Metabolic,OMIM:300352,MONDO:0010305,Profound
SLC7A7,603593,"Lysinuric protein intolerance, 222700 (3)",Developmental,OMIM:222700,MONDO:0009109,Profound
SLC9A3,182307,"Diarrhea 8, secretory sodium, congenital, 616868 (3), Autosomal recessive",Gastroenterologic,OMIM:616868,MONDO:0014808,Moderate
SLC9A6,300231,"Mental retardation, X-linked syndromic, Christianson type",Neurodegenerative,,,
SMARCAL1,606622,"Schimke immunoosseous dysplasia, 242900 (3)",Developmental,OMIM:242900,MONDO:0009458,Profound
SMN1,600354,"Spinal muscular atrophy-1, 253300 (3)",Neuromuscular,OMIM:253300,MONDO:0009669,Profound
SMPD1,607608,"Niemann-Pick disease, type A, 257200 (3)",Lysosomal,OMIM:257200,MONDO:0009756,Profound
SMS,300105,"Mental retardation, X-linked, Snyder-Robinson type, 309583 (3)",Neurologic,OMIM:309583,MONDO:0010664,Profound
SNAP29,604202,"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome, 609528 (3)",Neurodegenerative,OMIM:609528,MONDO:0012290,Profound
SNORD118,616663,"Leukoencephalopathy, brain calcifications, and cysts, 614561 (3), Autosomal recessive",Neurodegenerative,OMIM:614561,MONDO:0013803,Profound
SNX14,616105,"Spinocerebellar ataxia, autosomal recessive 20, 616354 (3)",Neurologic,OMIM:616354,MONDO:0014601,Profound
SOST,605740,"Sclerosteosis 1, 269500 (3)",Skeletal,OMIM:269500,MONDO:0010016,Profound
SP110,604457,"Hepatic venoocclusive disease with immunodeficiency, 235550 (3)",Developmental,OMIM:235550,MONDO:0009338,Profound
SPAG1,603395,"Ciliary dyskinesia, primary, 28, 615505 (3)",Respiratory,OMIM:615505,MONDO:0014216,Severe
SPART,607111,"Troyer syndrome, 275900 (3)",Neuromuscular,OMIM:275900,,
SPATA5,613940,"Epilepsy, hearing loss, and mental retardation syndrome, 616577 (3), Autosomal recessive",Neurologic,OMIM:616577,MONDO:0014698,Profound
SPATA7,609868,"Leber congenital amaurosis 3, 604232 (3)",Ocular,OMIM:604232,MONDO:0011415,Moderate
SPG11,610844,"Spastic paraplegia 11, autosomal recessive, 604360 (3)",Neuromuscular,OMIM:604360,MONDO:0011445,Profound
SPINK5,605010,"Netherton syndrome, 256500 (3)",Cutaneous,OMIM:256500,MONDO:0009735,Profound
SPINT2,605124,"Diarrhea 3, secretory sodium, congenital, syndromic, 270420 (3)",Gastroenterologic,OMIM:270420,MONDO:0010036,Severe
SPR,182125,"Dystonia, dopa-responsive, due to sepiapterin reductase deficiency, 612716 (3)",Neurologic,OMIM:612716,MONDO:0012994,Profound
SQSTM1,601530,"Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset, 617145 (3), Autosomal recessive",Neurodegenerative,OMIM:617145,MONDO:0014940,Profound
SRD5A3,611715,"Congenital disorder of glycosylation, type Iq, 612379 (3)",Metabolic,OMIM:612379,MONDO:0012885,Profound
SSR4,300090,"Congenital disorder of glycosylation, type Iy, 300934 (3), X-linked recessive",Metabolic,OMIM:300934,MONDO:0010490,Profound
ST3GAL5,604402,"Salt and pepper developmental regression syndrome, 609056 (3), Autosomal recessive",Neurologic,OMIM:609056,MONDO:0018274,Profound
STAMBP,606247,"Microcephaly-capillary malformation syndrome, 614261 (3)",Developmental,OMIM:614261,MONDO:0013659,Profound
STAR,600617,"Lipoid adrenal hyperplasia, 201710 (3)",Endocrine,OMIM:201710,MONDO:0008725,Profound
STAT1,600555,"Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive, 613796 (3)",Immunodeficiency,OMIM:613796,MONDO:0013427,Severe
STIL,181590,"Microcephaly 7, primary, autosomal recessive, 612703 (3)",Developmental,OMIM:612703,MONDO:0012989,Profound
STIM1,605921,"Immunodeficiency 10, 612783 (3)",Immunodeficiency,OMIM:612783,MONDO:0013008,Severe
STRA6,610745,"Microphthalmia, isolated, with coloboma 8, 601186 (3)",Developmental,OMIM:601186,MONDO:0011010,Profound
STRADA,608626,"Polyhydramnios, megalencephaly, and symptomatic epilepsy, 611087 (3), Autosomal recessive",Neurologic,OMIM:611087,MONDO:0012611,Profound
STUB1,607207,"Spinocerebellar ataxia, autosomal recessive 16, 615768 (3)",Neurologic,OMIM:615768,MONDO:0014339,Profound
STX11,605014,"Hemophagocytic lymphohistiocytosis, familial, 4, 603552 (3)",Immunodeficiency,OMIM:603552,MONDO:0011336,Severe
STXBP2,601717,"Hemophagocytic lymphohistiocytosis, familial, 5, 613101 (3)",Immunodeficiency,OMIM:613101,MONDO:0013135,Severe
SUCLA2,603921,"Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria), 612073 (3)",Mitochondrial,OMIM:612073,MONDO:0012791,Profound
SUCLG1,611224,"Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria), 245400 (3)",Mitochondrial,OMIM:245400,MONDO:0009504,Profound
SUMF1,607939,"Multiple sulfatase deficiency, 272200 (3)",Metabolic,OMIM:272200,MONDO:0010088,Profound
SUOX,606887,"Sulfite oxidase deficiency, 272300 (3)",Metabolic,OMIM:272300,MONDO:0010089,Profound
SURF1,185620,"Leigh syndrome, due to COX deficiency, 256000 (3)",Mitochondrial,OMIM:256000,MONDO:0009723,
SYN1,313440,"Epilepsy, X-linked, with variable learning disabilities and behavior disorders, 300491 (3)",Neurologic,OMIM:300491,MONDO:0010339,Moderate
SYP,313475,"Mental retardation, X-linked 96, 300802 (3)",Neurologic,OMIM:300802,MONDO:0010429,Severe
TALDO1,602063,"Transaldolase deficiency, 606003 (3)",Metabolic,OMIM:606003,MONDO:0011624,Profound
TANGO2,616830,"Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration",Metabolic,,,
TAP1,170260,"Bare lymphocyte syndrome, type I, 604571 (3)",Immunodeficiency,OMIM:604571,MONDO:0011476,
TAZ,300394,"Barth syndrome, 302060 (3)",Metabolic,OMIM:302060,MONDO:0010543,Profound
TBC1D23,617687,"Pontocerebellar hypoplasia, type 11, 617695 (3), Autosomal recessive",Neurologic,OMIM:617695,MONDO:0054669,Profound
TBC1D24,613577,"Epileptic encephalopathy, early infantile, 16, 615338 (3)",Neurologic,OMIM:615338,,
TBCD,604649,"Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum, 617193 (3), Autosomal recessive",Neurologic,OMIM:617193,MONDO:0044646,Profound
TBCE,604934,"Kenny-Caffey syndrome-1, 244460 (3)",Skeletal,OMIM:244460,MONDO:0009486,Severe
TBCK,616899,"Hypotonia, infantile, with psychomotor retardation and characteristic facies 3, 616900 (3), Autosomal recessive",Neuromuscular,OMIM:616900,MONDO:0014823,Profound
TBX19,604614,"Adrenocorticotropic hormone deficiency, 201400 (3)",Metabolic,OMIM:201400,MONDO:0008720,Severe
TCAP,604488,"Muscular dystrophy, limb-girdle, type 2G, 601954 (3)",Neuromuscular,OMIM:601954,MONDO:0011170,Severe
TCIRG1,604592,"Osteopetrosis, autosomal recessive 1, 259700 (3)",Skeletal,OMIM:259700,MONDO:0009815,Severe
TCN2,613441,"Transcobalamin II deficiency, 275350 (3)",Metabolic,OMIM:275350,MONDO:0010149,Severe
TCTN2,613846,Joubert syndrome 24,Neurologic,,,
TCTN3,613847,"Joubert syndrome 18, 614815 (3)",Neurologic,OMIM:614815,MONDO:0013896,Severe
TDRD7,611258,"Cataract 36, 613887 (3)",Ocular,OMIM:613887,MONDO:0013484,Moderate
TELO2,611140,"You-Hoover-Fong syndrome, 616954 (3), Autosomal recessive",Developmental,OMIM:616954,MONDO:0014848,Profound
TF,190000,"Atransferrinemia, 209300 (3)",Hematologic,OMIM:209300,MONDO:0008846,Severe
TGM1,190195,"Ichthyosis, congenital, autosomal recessive 1, 242300 (3)",Cutaneous,OMIM:242300,MONDO:0009441,Severe
TH,191290,"Segawa syndrome, recessive, 605407 (3)",Neurologic,OMIM:605407,MONDO:0011551,Profound
THOC2,300395,"Mental retardation, X-linked 12/35, 300957 (3), X-linked recessive",Neurologic,OMIM:300957,MONDO:0010496,Profound
TIMM8A,300356,"Jensen syndrome, 311150 (3)",Neurodegenerative,OMIM:311150,,
TJP2,607709,"Cholestasis, progressive familial intrahepatic 4, 615878 (3)",Hepatic,OMIM:615878,MONDO:0014381,Profound
TK2,188250,"Mitochondrial DNA depletion syndrome 2 (myopathic type), 609560 (3)",Mitochondrial,OMIM:609560,MONDO:0012301,Profound
TMCO1,614123,"Craniofacial dysmorphism, skeletal anomalies, and mental retardation syndrome, 213980 (3)",Developmental,OMIM:213980,MONDO:0800436,Profound
TMEM107,616183,"Orofaciodigital syndrome XVI, 617563 (3), Autosomal recessive",Developmental,OMIM:617563,MONDO:0033045,Profound
TMEM126A,612988,"Optic atrophy 7, 612989 (3)",Ocular,OMIM:612989,MONDO:0013069,Severe
TMEM138,614459,"Joubert syndrome 16, 614465 (3)",Neurologic,OMIM:614465,MONDO:0013764,Severe
TMEM165,614726,"Congenital disorder of glycosylation, type IIk, 614727 (3)",Metabolic,OMIM:614727,MONDO:0013870,Profound
TMEM216,613277,"Joubert syndrome 2, 608091 (3)",Neurologic,OMIM:608091,MONDO:0011963,Profound
TMEM231,614949,"Joubert syndrome 20, 614970 (3)",Neurologic,OMIM:614970,MONDO:0013994,Profound
TMEM237,614423,"Joubert syndrome 14, 614424 (3)",Neurologic,OMIM:614424,MONDO:0013745,Profound
TMEM67,609884,"Joubert syndrome 6, 610688 (3)",Neurologic,OMIM:610688,MONDO:0012539,Profound
TMEM70,612418,"Mitochondrial complex V (ATP synthase) deficiency, nuclear type 2, 614052 (3)",Mitochondrial,OMIM:614052,MONDO:0013546,Profound
TMTC3,617218,"Lissencephaly 8, 617255 (3), Autosomal recessive",Neurologic,OMIM:617255,MONDO:0014992,Profound
TNFRSF11A,603499,"Osteopetrosis, autosomal recessive 7, 612301 (3)",Skeletal,OMIM:612301,MONDO:0012859,Profound
TNFRSF11B,602643,"Paget disease of bone 5, juvenile-onset, 239000 (3)",Skeletal,OMIM:239000,MONDO:0009394,Severe
TNFRSF13B,604907,"Immunodeficiency, common variable, 2, 240500 (3)",Immunodeficiency,OMIM:240500,MONDO:0009413,Severe
TNFRSF13B,604907,"Immunodeficiency, common variable, 2, 240500 (3)",Immunodeficiency,OMIM:240500,MONDO:0009413,Severe
TNFRSF13B,604907,"Immunodeficiency, common variable, 2, 240500 (3)",Immunodeficiency,OMIM:240500,MONDO:0009413,Severe
TNFRSF13B,604907,"Immunodeficiency, common variable, 2, 240500 (3)",Immunodeficiency,OMIM:240500,MONDO:0009413,Severe
TNFRSF13B,604907,"Immunodeficiency, common variable, 2, 240500 (3)",Immunodeficiency,OMIM:240500,MONDO:0009413,Severe
TNFSF11,602642,"Osteopetrosis, autosomal recessive 2, 259710 (3)",Skeletal,OMIM:259710,MONDO:0009816,Profound
TNNT1,191041,"Nemaline myopathy 5, Amish type, 605355 (3)",Neuromuscular,OMIM:605355,MONDO:0011539,Profound
TOE1,613931,"Pontocerebellar hypoplasia, type 7, 614969 (3), Autosomal recessive",Neurologic,OMIM:614969,MONDO:0013993,Profound
TPI1,190450,"Hemolytic anemia due to triosephosphate isomerase deficiency, 615512 (3)",Metabolic,OMIM:615512,MONDO:0014221,Profound
TPK1,606370,"Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type), 614458 (3)",Metabolic,OMIM:614458,MONDO:0013761,Profound
TPM3,191030,"Nemaline myopathy 1, autosomal dominant or recessive, 609284 (3)",Neuromuscular,OMIM:609284,MONDO:0012239,Severe
TPP1,607998,"Ceroid lipofuscinosis, neuronal, 2, 204500 (3)",Neurodegenerative,OMIM:204500,MONDO:0008769,Profound
TRAC,186880,"Immunodeficiency 7, TCR-alpha/beta deficient, 615387 (3)",Immunodeficiency,OMIM:615387,MONDO:0014160,Severe
TRAPPC11,614138,"Muscular dystrophy, limb-girdle, type 2S, 615356 (3)",Neuromuscular,OMIM:615356,MONDO:0014144,Profound
TRAPPC9,611966,"Mental retardation, autosomal recessive 13, 613192 (3)",Neurologic,OMIM:613192,MONDO:0013173,Profound
TRDN,603283,"Ventricular tachycardia, catecholaminergic polymorphic, 5, with or without muscle weakness, 615441 (3)",Cardiovascular,OMIM:615441,MONDO:0014191,Severe
TREX1,606609,"Aicardi-Goutieres syndrome 1, dominant and recessive, 225750 (3)",Neurodegenerative,OMIM:225750,MONDO:0009165,Profound
TRIM32,602290,"Muscular dystrophy, limb-girdle, type 2H, 254110 (3)",Neuromuscular,OMIM:254110,MONDO:0009683,Severe
TRIM37,605073,"Mulibrey nanism, 253250 (3)",Developmental,OMIM:253250,MONDO:0009664,Profound
TRIP11,604505,"Achondrogenesis, type IA, 200600 (3)",Skeletal,OMIM:200600,MONDO:0008701,Profound
TRIT1,617840,"Combined oxidative phosphorylation deficiency 35, 617873 (3), Autosomal recessive",Mitochondrial,OMIM:617873,MONDO:0054742,Profound
TRMT10A,616013,"Microcephaly, short stature, and impaired glucose metabolism, 616033 (3)",Developmental,OMIM:616033,MONDO:0000208,Profound
TRMU,610230,"Liver failure, transient infantile, 613070 (3)",Hepatic,OMIM:613070,MONDO:0013111,Profound
TRNT1,612907,"Sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay, 616084 (3)",Hematologic,OMIM:616084,MONDO:0014487,Profound
TRPM6,607009,"Hypomagnesemia 1, intestinal, 602014 (3)",Metabolic,OMIM:602014,MONDO:0011176,Moderate
TSEN2,608753,"Pontocerebellar hypoplasia type 2B, 612389 (3)",Neurodegenerative,OMIM:612389,MONDO:0012890,Profound
TSEN54,608755,"Pontocerebellar hypoplasia type 2A, 277470 (3)",Neurodegenerative,OMIM:277470,MONDO:0010190,Profound
TSFM,604723,"Combined oxidative phosphorylation deficiency 3, 610505 (3)",Mitochondrial,OMIM:610505,MONDO:0012512,Profound
TSHB,188540,"Hypothryoidism, congenital, nongoitrous 4, 275100 (3)",Endocrine,OMIM:275100,MONDO:0010139,Profound
TSPAN7,300096,"Mental retardation, X-linked 58, 300210 (3)",Neurologic,OMIM:300210,MONDO:0010266,Profound
TSPYL1,604714,"Sudden infant death with dysgenesis of the testes syndrome, 608800 (3)",Developmental,OMIM:608800,MONDO:0012124,Profound
TTC19,613814,"Mitochondrial complex III deficiency, nuclear type 2, 615157 (3)",Mitochondrial,OMIM:615157,MONDO:0014063,Profound
TTC21B,612014,"Short-rib thoracic dysplasia 4 with or without polydactyly, 613819 (3)",Skeletal,OMIM:613819,MONDO:0013441,Severe
TTC37,614589,"Trichohepatoenteric syndrome 1, 222470 (3)",Gastroenterologic,OMIM:222470,MONDO:0024541,Profound
TTC7A,609332,"Gastrointestinal defects and immunodeficiency syndrome, 243150 (3)",Gastroenterologic,OMIM:243150,MONDO:0800030,Profound
TTC8,608132,"Bardet-Biedl syndrome 8, 615985 (3)",Developmental,OMIM:615985,MONDO:0014436,Profound
TTI2,614426,"Mental retardation, autosomal recessive 39, 615541 (3)",Neurologic,OMIM:615541,MONDO:0014238,Profound
